year,movies_name,total_gross,opening_week,opening_date,opening_date_url
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,The Empire Strikes Back,"$209,398,025 ","$4,910,483 ",21-May,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-05-21&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,9 to 5,"$103,290,500 ","$3,966,832 ",19-Dec,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-12-19&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Stir Crazy,"$101,300,000 ","$8,691,886 ",12-Dec,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-12-12&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Airplane!,"$83,453,539 ",N/A,27-Jun,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-06-27&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Any Which Way You Can,"$70,687,344 ","$8,024,663 ",17-Dec,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-12-17&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Private Benjamin,"$69,847,348 ","$4,739,769 ",10-Oct,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-10-10&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Coal Miner's Daughter,"$67,182,787 ","$3,366,443 ",7-Mar,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-03-07&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Smokey and the Bandit II,"$66,132,626 ","$10,883,835 ",15-Aug,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-08-15&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,The Blue Lagoon,"$58,853,106 ",N/A,20-Jun,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-06-20&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,The Blues Brothers,"$57,229,890 ","$4,858,152 ",20-Jun,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-06-20&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Ordinary People,"$54,766,923 ","$170,335 ",19-Sep,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-09-19&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Popeye,"$49,823,037 ","$6,310,520 ",12-Dec,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-12-12&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Urban Cowboy,"$46,918,287 ",N/A,6-Jun,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-06-06&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,The Shining,"$44,017,374 ","$622,337 ",23-May,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-05-23&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Seems Like Old Times,"$43,995,918 ",N/A,19-Dec,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-12-19&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Cheech & Chong's Next Movie,"$41,675,194 ","$5,262,963 ",18-Jul,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-07-18&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Caddyshack,"$39,846,344 ","$3,142,689 ",25-Jul,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-07-25&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Friday the 13th (1980),"$39,754,601 ","$5,816,321 ",9-May,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-05-09&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Brubaker,"$37,121,708 ","$2,748,079 ",20-Jun,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-06-20&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Little Darlings,"$34,326,249 ",N/A,21-Mar,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-03-21&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Dressed to Kill,"$31,899,000 ",N/A,23-Jun,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-06-23&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,The Jazz Singer,"$27,118,000 ",N/A,19-Dec,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-12-19&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Flash Gordon,"$27,107,960 ","$3,934,030 ",5-Dec,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-12-05&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Lady and the Tramp (Re-issue) (1980),"$26,114,207 ",N/A,7-Mar,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-03-07&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,The Elephant Man,"$26,010,864 ",N/A,3-Oct,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-10-03&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Bronco Billy,"$24,265,659 ","$3,708,710 ",11-Jun,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-06-11&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Raging Bull,"$23,334,953 ","$128,590 ",14-Nov,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-11-14&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Xanadu,"$22,762,571 ","$1,471,595 ",8-Aug,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-08-08&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,American Gigolo,"$22,743,674 ","$3,559,930 ",1-Feb,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-02-01&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,My Bodyguard,"$22,482,952 ","$178,641 ",11-Jul,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-07-11&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,The Fog,"$21,378,361 ",N/A,1-Feb,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-02-01&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Fame (1980),"$21,202,829 ","$118,160 ",16-May,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-05-16&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Tess,"$20,093,330 ",N/A,12-Dec,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-12-12&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Altered States,"$19,853,892 ","$174,650 ",25-Dec,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-12-25&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Song of the South (Re-issue) (1980),"$19,800,000 ",N/A,8-Oct,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-10-08&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Cruising,"$19,784,223 ",N/A,15-Feb,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-02-15&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,The Octagon,"$18,971,000 ",N/A,14-Aug,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-08-14&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,The Aristocats (Re-issue) (1980),"$18,000,000 ",N/A,19-Dec,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-12-19&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Honeysuckle Rose,"$17,815,212 ","$2,189,966 ",18-Jul,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-07-18&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Herbie Goes Bananas,"$17,000,000 ",N/A,25-Jun,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-06-25&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Rough Cut,"$16,656,125 ",N/A,20-Jun,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-06-20&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,The Final Countdown,"$16,647,800 ",N/A,1-Aug,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-08-01&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,The Hunter,"$16,274,150 ",N/A,1-Aug,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-08-01&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Hero at Large,"$15,934,737 ","$1,850,725 ",8-Feb,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-02-08&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,The Long Riders,"$15,795,189 ","$2,351,112 ",16-May,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-05-16&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,The Island (1980),"$15,716,828 ","$3,123,267 ",13-Jun,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-06-13&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Close Encounters of the Third Kind (Special Edition),"$15,693,175 ",N/A,14-Nov,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-11-14&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,First Family,"$15,198,912 ","$3,635,564 ",25-Dec,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-12-25&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Prom Night,"$14,796,236 ",N/A,15-Aug,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-08-15&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,The Nude Bomb,"$14,662,035 ","$3,565,066 ",9-May,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-05-09&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,"Oh, God! Book II","$14,504,277 ","$3,439,846 ",3-Oct,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-10-03&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,The Competition,"$14,287,755 ","$76,163 ",3-Dec,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-12-03&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Wholly Moses,"$14,155,617 ","$3,625,280 ",13-Jun,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-06-13&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Mary Poppins (re-issue),"$14,000,000 ",N/A,23-May,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-05-23&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Last Married Couple in America,"$12,835,544 ","$2,454,289 ",8-Feb,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-02-08&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Used Cars,"$11,715,321 ",N/A,18-Jul,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-07-18&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,The Mirror Crack'd,"$11,000,000 ",N/A,19-Dec,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-12-19&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,The Last Flight of Noah's Ark,"$11,000,000 ",N/A,27-Jul,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-07-27&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,The Fiendish Plot of Dr. Fu Manchu,"$10,697,276 ","$2,399,109 ",8-Aug,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-08-08&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Stardust Memories,"$10,389,003 ","$326,779 ",26-Sep,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-09-26&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,The Hollywood Knights,"$10,000,000 ",N/A,16-May,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-05-16&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Serial,"$9,870,727 ",N/A,28-Mar,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-03-28&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Somewhere in Time,"$9,709,597 ","$1,203,011 ",3-Oct,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-10-03&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Tribute,"$9,000,000 ",N/A,14-Dec,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-12-14&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Saturn 3,"$9,000,000 ",N/A,15-Feb,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-02-15&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,The Formula,"$8,894,289 ","$842,985 ",19-Dec,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-12-19&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Mad Max,"$8,750,000 ",N/A,21-Mar,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-03-21&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,The Big Brawl,"$8,527,743 ","$1,108,025 ",29-Aug,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-08-29&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,The Awakening,"$8,415,112 ","$2,728,520 ",31-Oct,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-10-31&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Fatso,"$7,653,061 ",N/A,1-Feb,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-02-01&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,How to Become a Detective,"$7,500,000 ",N/A,1-Jun,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-06-01&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,How to Beat the High Cost of Living,"$7,500,000 ",N/A,1-Jan,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-01-01&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Foxes,"$7,470,348 ","$221,141 ",Feb-29,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-02-29&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,The Big Red One,"$7,206,220 ",N/A,18-Jul,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-07-18&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,The Stunt Man,"$7,063,886 ",N/A,27-Jun,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-06-27&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Where the Buffalo Roam,"$6,659,377 ","$1,750,593 ",25-Apr,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-04-25&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,The Gong Show Movie,"$6,621,520 ","$1,476,425 ",23-May,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-05-23&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Motel Hell,"$6,342,668 ","$1,924,776 ",24-Oct,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-10-24&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Little Miss Marker,"$6,321,392 ","$853,173 ",21-Mar,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-03-21&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,"Oh, Heavenly Dog!","$6,216,067 ","$323,320 ",11-Jul,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-07-11&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Divine Madness,"$5,318,098 ","$769,787 ",26-Sep,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-09-26&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,In God We Trust,"$5,215,015 ","$2,008,150 ",26-Sep,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-09-26&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,He Knows You're Alone,"$4,875,436 ","$748,824 ",29-Aug,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-08-29&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Coast to Coast,"$4,495,445 ",N/A,3-Oct,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-10-03&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Willie & Phil,"$4,400,000 ",N/A,,
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Melvin and Howard,"$4,309,490 ",N/A,24-Oct,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-10-24&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Roadie,"$4,226,370 ","$1,002,263 ",13-Jun,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-06-13&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Gloria,"$4,059,673 ","$33,767 ",1-Oct,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-10-01&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Jaws 2 (1980 re-issue),"$4,028,735 ","$1,382,756 ",15-Feb,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-02-15&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Kagemusha,"$4,000,000 ",N/A,10-Oct,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-10-10&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Resurrection,"$3,910,019 ","$308,068 ",26-Sep,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-09-26&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Hide in Plain Sight,"$3,806,930 ","$810,109 ",21-Mar,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-03-21&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Guyana: Cult of the Damned,"$3,798,102 ","$1,668,965 ",25-Jan,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-01-25&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,When Time Ran Out,"$3,763,988 ","$1,400,994 ",28-Mar,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-03-28&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Heaven's Gate,"$3,484,331 ",N/A,19-Nov,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-11-19&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Ffolkes,"$2,993,772 ","$805,511 ",18-Apr,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-04-18&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Midnight Madness,"$2,900,000 ",N/A,8-Feb,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-02-08&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,Loving Couples,"$2,806,659 ","$1,010,181 ",24-Oct,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-10-24&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,The Idolmaker,"$2,625,716 ","$318,403 ",14-Nov,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-11-14&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1980&p=.htm,The Black Marble,"$2,500,000 ",N/A,1-Jan,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1980-01-01&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1981&p=.htm,Raiders of the Lost Ark,"$212,222,025 ","$8,305,823 ",12-Jun,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1981-06-12&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1981&p=.htm,On Golden Pond,"$119,285,432 ","$89,213 ",4-Dec,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1981-12-04&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1981&p=.htm,Superman II,"$108,185,706 ","$14,100,523 ",19-Jun,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1981-06-19&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1981&p=.htm,Arthur,"$95,461,682 ","$2,719,534 ",17-Jul,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1981-07-17&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1981&p=.htm,Stripes,"$85,297,000 ","$6,130,197 ",26-Jun,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1981-06-26&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1981&p=.htm,The Cannonball Run,"$72,179,579 ","$11,765,654 ",19-Jun,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1981-06-19&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1981&p=.htm,Chariots of Fire,"$58,972,904 ","$68,907 ",25-Sep,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1981-09-25&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1981&p=.htm,For Your Eyes Only,"$54,812,802 ","$6,834,967 ",26-Jun,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1981-06-26&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1981&p=.htm,The Four Seasons,"$50,427,646 ","$4,365,643 ",22-May,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1981-05-22&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1981&p=.htm,Time Bandits,"$42,365,581 ","$6,507,356 ",6-Nov,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1981-11-06&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1981&p=.htm,Clash of the Titans (1981),"$41,092,328 ",N/A,12-Jun,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1981-06-12&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1981&p=.htm,Absence of Malice,"$40,716,963 ","$97,667 ",20-Nov,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1981-11-20&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1981&p=.htm,Reds,"$40,382,659 ","$2,325,029 ",4-Dec,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1981-12-04&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1981&p=.htm,The Fox and the Hound,"$39,900,000 ",N/A,10-Jul,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1981-07-10&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1981&p=.htm,"Tarzan, the Ape Man","$36,565,280 ",N/A,24-Jul,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1981-07-24&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1981&p=.htm,Taps,"$35,856,053 ","$93,005 ",9-Dec,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1981-12-09&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1981&p=.htm,Sharky's Machine,"$35,610,100 ","$3,022,041 ",18-Dec,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1981-12-18&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1981&p=.htm,Excalibur,"$34,967,437 ","$4,519,706 ",10-Apr,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1981-04-10&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1981&p=.htm,"History of the World, Part I","$31,672,907 ","$4,792,731 ",12-Jun,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1981-06-12&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1981&p=.htm,Bustin' Loose,"$31,261,269 ","$6,622,753 ",22-May,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1981-05-22&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1981&p=.htm,The Great Muppet Caper,"$31,206,251 ","$2,968,990 ",26-Jun,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1981-06-26&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1981&p=.htm,Endless Love,"$31,184,024 ","$4,163,623 ",17-Jul,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1981-07-17&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1981&p=.htm,An American Werewolf in London,"$30,565,292 ","$3,786,512 ",21-Aug,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1981-08-21&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1981&p=.htm,Neighbors (1981),"$29,916,207 ","$6,481,386 ",18-Dec,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1981-12-18&p=.htm
