"year","movies_name","total_gross","opening_week","opening_date"
"1989","Deepstar Six","8,143,225 ","3,306,320 ","01-13"
"1989","Three Fugitives","40,586,886 ","6,434,717 ","01-27"
"1989","Her Alibi","18,699,037 ","5,037,047 ","02-03"
"1989","Who's Harry Crumb?","10,982,364 ","3,862,719 ","02-03"
"1989","Lawrence of Arabia (re-issue) (1989)","6,986,278 ","N/A","02-08"
"1989","Cousins","22,026,369 ","3,039,805 ","02-10"
"1989","The Fly II","20,021,322 ","6,751,371 ","02-10"
"1989","Tap","9,114,702 ","2,217,150 ","02-10"
"1989","Bill & Ted's Excellent Adventure","40,485,039 ","6,167,651 ","02-17"
"1989","The 'Burbs","36,601,993 ","11,101,197 ","02-17"
"1989","True Believer","8,742,750 ","3,009,692 ","02-17"
"1989","Lean on Me","31,906,454 ","5,032,605 ","03-03"
"1989","Skin Deep","19,674,852 ","2,460,262 ","03-03"
"1989","New York Stories","10,763,469 ","432,337 ","03-03"
"1989","Chances Are","16,278,590 ","3,664,386 ","03-10"
"1989","Police Academy 6: City Under Siege","11,567,217 ","4,032,480 ","03-10"
"1989","The Adventures of Baron Munchausen","8,083,123 ","597,400 ","03-10"
"1989","Fletch Lives","35,150,960 ","8,045,760 ","03-17"
"1989","The Rescuers (Re-issue) (1989)","21,215,869 ","3,609,117 ","03-17"
"1989","Leviathan","15,704,614 ","5,029,164 ","03-17"
"1989","Troop Beverly Hills","8,508,843 ","2,283,443 ","03-24"
"1989","Dead Bang","8,125,592 ","2,847,690 ","03-24"
"1989","Major League","49,797,148 ","8,836,265 ","04-07"
"1989","The Dream Team","28,890,240 ","5,704,860 ","04-07"
"1989","Cyborg","10,166,459 ","3,179,811 ","04-07"
"1989","Dead Calm","7,825,009 ","2,463,551 ","04-07"
"1989","Say Anything","20,781,385 ","4,058,496 ","04-14"
"1989","She's Out of Control","12,065,892 ","3,653,142 ","04-14"
"1989","Disorganized Crime","7,723,506 ","2,840,166 ","04-14"
"1989","Field of Dreams","64,431,625 ","531,346 ","04-21"
"1989","Pet Sematary","57,469,467 ","12,046,179 ","04-21"
"1989","K-9","43,247,647 ","7,471,035 ","04-28"
"1989","Criminal Law","9,974,446 ","2,636,091 ","04-28"
"1989","Scandal","8,800,000 ","658,660 ","04-28"
"1989","See No Evil, Hear No Evil","46,908,987 ","7,098,741 ","05-12"
"1989","Road House","30,050,028 ","5,957,656 ","05-19"
"1989","Indiana Jones and the Last Crusade","197,171,806 ","29,355,021 ","05-24"
"1989","Pink Cadillac","12,143,484 ","4,408,593 ","05-26"
"1989","Dead Poets Society","95,860,116 ","340,456 ","06-02"
"1989","No Holds Barred","16,093,651 ","4,957,052 ","06-02"
"1989","Renegades","9,015,164 ","3,075,030 ","06-02"
"1989","Star Trek V: The Final Frontier","52,210,049 ","17,375,648 ","06-09"
"1989","Ghostbusters II","112,494,738 ","29,472,894 ","06-16"
"1989","Batman","251,188,924 ","40,489,746 ","06-23"
"1989","Honey, I Shrunk the Kids","130,724,172 ","14,262,961 ","06-23"
"1989","The Karate Kid Part III","38,956,288 ","10,364,544 ","06-30"
"1989","Do the Right Thing","27,545,445 ","3,563,535 ","06-30"
"1989","Great Balls of Fire!","13,741,060 ","3,807,986 ","06-30"
"1989","Lethal Weapon 2","147,253,986 ","20,388,800 ","07-07"
"1989","Weekend at Bernie's","30,218,387 ","4,506,086 ","07-07"
"1989","When Harry Met Sally...","92,823,546 ","1,094,453 ","07-14"
"1989","Licence to Kill","34,667,015 ","8,774,776 ","07-14"
"1989","Peter Pan (Re-issue) (1989)","29,445,131 ","5,611,785 ","07-14"
"1989","Turner & Hooch","71,079,915 ","12,211,042 ","07-28"
"1989","Friday the 13th Part VIII","14,343,976 ","6,251,310 ","07-28"
"1989","Parenthood","100,047,830 ","10,506,450 ","08-02"
"1989","sex, lies and videotape","24,741,667 ","155,982 ","08-04"
"1989","Lock Up","22,099,847 ","6,025,520 ","08-04"
"1989","Young Einstein","11,536,599 ","3,094,581 ","08-04"
"1989","The Abyss","54,222,310 ","9,319,797 ","08-11"
"1989","A Nightmare on Elm Street 5: The Dream Child","22,168,359 ","8,115,176 ","08-11"
"1989","Uncle Buck","66,758,538 ","8,794,501 ","08-18"
"1989","Casualties of War","18,671,317 ","5,201,261 ","08-18"
"1989","Cheetah","8,153,677 ","2,636,118 ","08-18"
"1989","The Package","10,647,219 ","1,851,673 ","08-25"
"1989","Kickboxer","14,697,005 ","4,134,098 ","09-08"
"1989","Sea of Love","58,571,513 ","10,017,840 ","09-15"
"1989","Black Rain","46,212,055 ","9,677,102 ","09-22"
"1989","Johnny Handsome","7,237,794 ","2,437,642 ","09-29"
"1989","An Innocent Man","20,047,604 ","5,700,000 ","10-06"
"1989","Look Who's Talking","140,088,813 ","12,107,784 ","10-13"
"1989","The Fabulous Baker Boys","18,428,904 ","3,313,815 ","10-13"
"1989","Crimes and Misdemeanors","18,254,702 ","911,385 ","10-13"
"1989","Halloween 5","11,642,254 ","5,093,428 ","10-13"
"1989","Next of Kin","15,942,628 ","4,805,516 ","10-20"
"1989","Gross Anatomy","11,604,598 ","2,830,387 ","10-20"
"1989","The Bear","31,753,898 ","3,676,530 ","10-27"
"1989","Dad","22,103,037 ","540,148 ","10-27"
"1989","Shocker","16,554,699 ","4,510,990 ","10-27"
"1989","Henry V","10,161,099 ","64,933 ","11-08"
"1989","My Left Foot","14,743,391 ","41,165 ","11-10"
"1989","The Little Mermaid","84,355,863 ","6,031,914 ","11-17"
"1989","Steel Magnolias","83,759,091 ","5,425,440 ","11-17"
"1989","Harlem Nights","60,864,870 ","16,096,808 ","11-17"
"1989","All Dogs Go to Heaven","27,100,027 ","4,712,834 ","11-17"
"1989","Prancer","18,587,135 ","2,914,486 ","11-17"
"1989","Back to the Future Part II","118,450,002 ","27,835,125 ","11-22"
"1989","Christmas Vacation","71,319,526 ","11,750,203 ","12-01"
"1989","The War of the Roses","86,888,546 ","9,488,794 ","12-08"
"1989","She-Devil","15,351,421 ","3,509,647 ","12-08"
"1989","Glory","26,828,365 ","63,661 ","12-14"
"1989","Driving Miss Daisy","106,593,296 ","73,745 ","12-15"
"1989","Blaze","19,131,246 ","1,739,701 ","12-15"
"1989","The Wizard","14,278,900 ","2,142,525 ","12-15"
"1989","Family Business","12,195,695 ","2,130,024 ","12-15"
"1989","We're No Angels","10,555,348 ","2,047,630 ","12-15"
"1989","Enemies, A Love Story","7,754,571 ","63,636 ","12-15"
"1989","Born on the Fourth of July","70,001,698 ","172,021 ","12-22"
"1989","Tango & Cash","63,408,614 ","6,628,918 ","12-22"
"1989","Always","43,858,790 ","3,713,480 ","12-22"
