"year","movies_name","total_gross","opening_week","opening_date"
"1990","Internal Affairs","27,734,391 ","5,043,516 ","01-12"
"1990","Tremors","16,667,084 ","3,731,520 ","01-19"
"1990","Stella","20,240,128 ","4,311,656 ","02-02"
"1990","Cinema Paradiso","11,990,401 ","16,552 ","02-02"
"1990","Hard to Kill","47,410,827 ","9,213,631 ","02-09"
"1990","Madhouse","21,036,771 ","5,240,816 ","02-16"
"1990","Revenge","15,645,616 ","6,086,672 ","02-16"
"1990","The Hunt for Red October","122,012,643 ","17,161,835 ","03-02"
"1990","Joe Versus the Volcano","39,404,261 ","9,252,232 ","03-09"
"1990","House Party","26,385,627 ","4,611,024 ","03-09"
"1990","Bad Influence","12,626,043 ","3,822,019 ","03-09"
"1990","The Lord of the Flies","13,985,225 ","4,410,457 ","03-16"
"1990","Nuns on the Run","10,959,015 ","658,835 ","03-16"
"1990","Pretty Woman","178,406,268 ","11,280,591 ","03-23"
"1990","Teenage Mutant Ninja Turtles","135,265,915 ","25,398,367 ","03-30"
"1990","Opportunity Knocks","11,359,129 ","3,512,625 ","03-30"
"1990","Ernest Goes to Jail","25,029,569 ","6,143,372 ","04-06"
"1990","The First Power","22,424,195 ","5,677,715 ","04-06"
"1990","I Love You to Death","16,186,793 ","4,014,640 ","04-06"
"1990","Crazy People","13,236,513 ","3,357,800 ","04-13"
"1990","The Guardian (1990)","17,037,887 ","5,565,620 ","04-27"
"1990","Spaced Invaders","15,369,573 ","4,474,336 ","04-27"
"1990","Q & A","11,207,891 ","2,816,605 ","04-27"
"1990","Wild Orchid","11,060,485 ","2,622,637 ","04-27"
"1990","Tales From the Darkside: The Movie","16,324,573 ","5,028,096 ","05-04"
"1990","Bird on a Wire","70,978,012 ","15,338,160 ","05-18"
"1990","Cadillac Man","27,627,310 ","6,712,079 ","05-18"
"1990","Back to the Future Part III","87,727,583 ","19,089,645 ","05-25"
"1990","Fire Birds","14,760,451 ","6,358,761 ","05-25"
"1990","Total Recall","119,394,840 ","25,533,700 ","06-01"
"1990","Another 48 HRS.","80,818,974 ","19,475,559 ","06-08"
"1990","Dick Tracy","103,738,726 ","22,543,911 ","06-15"
"1990","Gremlins 2: The New Batch","41,482,207 ","9,702,804 ","06-15"
"1990","Adventures of Milo and Otis (Re-issue)","10,351,534 ","1,708,915 ","06-15"
"1990","Robocop 2","45,681,173 ","14,145,411 ","06-22"
"1990","Betsy's Wedding","19,740,070 ","4,662,488 ","06-22"
"1990","Days of Thunder","82,670,733 ","15,490,445 ","06-29"
"1990","Ghost Dad","24,707,633 ","4,803,480 ","06-29"
"1990","Die Hard 2: Die Harder","117,540,947 ","21,744,661 ","07-06"
"1990","Jetsons: The Movie","20,305,841 ","5,029,640 ","07-06"
"1990","Ghost","217,631,306 ","12,191,540 ","07-13"
"1990","The Jungle Book (re-issue) (1990)","44,645,619 ","7,708,029 ","07-13"
"1990","The Adventures of Ford Fairlane","21,413,502 ","6,374,391 ","07-13"
"1990","Quick Change","15,260,154 ","4,700,960 ","07-13"
"1990","Arachnophobia","53,208,180 ","8,045,760 ","07-20"
"1990","Navy Seals","25,069,101 ","6,543,832 ","07-20"
"1990","The Freshman","21,460,601 ","205,876 ","07-20"
"1990","Presumed Innocent","86,303,188 ","11,718,981 ","07-27"
"1990","Problem Child","53,470,891 ","10,026,900 ","07-27"
