"year","movies_name","total_gross","opening_week","opening_date"
"2008","First Sunday","37,931,869 ","17,714,821 ","01-11"
"2008","Cloverfield","80,048,433 ","40,058,229 ","01-18"
"2008","27 Dresses","76,808,654 ","23,007,725 ","01-18"
"2008","Rambo","42,754,105 ","18,203,876 ","01-25"
"2008","Meet the Spartans","38,233,676 ","18,505,530 ","01-25"
"2008","Untraceable","28,687,835 ","11,354,069 ","01-25"
"2008","Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour","65,281,781 ","31,117,834 ","02-01"
"2008","The Eye","31,418,697 ","12,425,776 ","02-01"
"2008","Fool's Gold","70,231,041 ","21,589,295 ","02-08"
"2008","Welcome Home Roscoe Jenkins","42,436,517 ","16,207,730 ","02-08"
"2008","Jumper","80,172,128 ","27,354,808 ","02-14"
"2008","The Spiderwick Chronicles","71,195,053 ","19,004,058 ","02-14"
"2008","Step Up 2 the Streets","58,017,783 ","18,908,826 ","02-14"
"2008","Definitely, Maybe","32,241,649 ","9,764,270 ","02-14"
"2008","Vantage Point","72,266,306 ","22,874,936 ","02-22"
"2008","10,000 B.C.","94,784,201 ","35,867,488 ","03-07"
"2008","College Road Trip","45,610,425 ","13,601,419 ","03-07"
"2008","The Bank Job","30,060,660 ","5,935,256 ","03-07"
"2008","Dr. Seuss' Horton Hears a Who!","154,529,439 ","45,012,998 ","03-14"
"2008","Tyler Perry's Meet the Browns","41,975,388 ","20,082,809 ","03-21"
"2008","Drillbit Taylor","32,862,104 ","10,309,986 ","03-21"
"2008","21","81,159,365 ","24,105,943 ","03-28"
"2008","Nim's Island","48,006,762 ","13,210,579 ","04-04"
"2008","Leatherheads","31,373,938 ","12,682,595 ","04-04"
"2008","Prom Night (2008)","43,869,350 ","20,804,941 ","04-11"
"2008","Forgetting Sarah Marshall","63,172,463 ","17,725,330 ","04-18"
"2008","The Forbidden Kingdom","52,075,270 ","21,401,121 ","04-18"
"2008","Baby Mama","60,494,212 ","17,407,110 ","04-25"
"2008","Harold and Kumar Escape from Guantanamo Bay","38,108,728 ","14,908,404 ","04-25"
"2008","Iron Man","318,412,101 ","98,618,668 ","05-02"
"2008","Made of Honor","46,012,734 ","14,756,850 ","05-02"
"2008","What Happens in Vegas","80,277,646 ","20,172,474 ","05-09"
"2008","Speed Racer","43,945,766 ","18,561,337 ","05-09"
"2008","The Chronicles of Narnia: Prince Caspian","141,621,490 ","55,034,805 ","05-16"
