"year","movies_name","total_gross","opening_week","opening_date"
"1988","Crocodile Dundee II","109,306,210 ","24,462,976 ","05-25"
"1988","Rambo III","53,715,611 ","13,034,238 ","05-25"
"1988","Big","114,968,774 ","8,216,190 ","06-03"
"1988","Funny Farm","25,537,221 ","5,655,439 ","06-03"
"1988","Big Business","40,150,487 ","6,112,577 ","06-10"
"1988","The Presidio","20,324,096 ","5,119,031 ","06-10"
"1988","Poltergeist III","14,114,488 ","4,344,308 ","06-10"
"1988","Bull Durham","50,888,729 ","5,009,301 ","06-17"
"1988","The Great Outdoors","41,455,230 ","6,121,115 ","06-17"
"1988","Red Heat","34,994,648 ","8,133,822 ","06-17"
"1988","Who Framed Roger Rabbit","156,452,370 ","11,226,239 ","06-24"
"1988","Coming to America","128,152,301 ","21,404,420 ","06-29"
"1988","License to Drive","22,433,275 ","3,850,934 ","07-08"
"1988","Short Circuit 2","21,630,088 ","3,843,067 ","07-08"
"1988","Arthur 2: On the Rocks","14,681,192 ","5,150,962 ","07-08"
"1988","Die Hard","83,008,852 ","601,851 ","07-15"
"1988","A Fish Called Wanda","62,493,712 ","115,418 ","07-15"
"1988","Bambi (Re-issue) (1988)","39,047,150 ","7,216,741 ","07-15"
"1988","The Dead Pool","37,903,295 ","9,071,330 ","07-15"
"1988","Midnight Run","38,413,606 ","5,506,290 ","07-22"
"1988","Big Top Pee-Wee","15,122,324 ","4,625,004 ","07-22"
"1988","Caddyshack II","11,798,302 ","4,436,330 ","07-22"
"1988","Cocktail","78,222,753 ","11,789,466 ","07-29"
"1988","The Blob","8,247,943 ","2,644,920 ","08-05"
"1988","Young Guns","45,661,556 ","7,011,393 ","08-12"
"1988","Tucker: The Man and His Dream","19,652,638 ","3,709,562 ","08-12"
"1988","Clean and Sober","8,674,093 ","2,205,628 ","08-12"
"1988","The Last Temptation of Christ","8,373,585 ","401,211 ","08-12"
"1988","A Nightmare on Elm Street 4: The Dream Master","49,369,899 ","12,833,403 ","08-19"
"1988","Married to the Mob","21,486,757 ","3,231,056 ","08-19"
"1988","Betrayed","25,816,139 ","5,534,787 ","08-26"
"1988","Crossing Delancey","16,262,415 ","46,711 ","08-26"
"1988","Moon Over Parador","11,444,204 ","3,268,975 ","09-09"
"1988","Gorillas in the Mist","24,720,479 ","366,925 ","09-23"
"1988","Dead Ringers","8,038,508 ","3,012,180 ","09-23"
"1988","Punchline","21,042,667 ","160,742 ","09-30"
"1988","Alien Nation","25,216,243 ","8,421,429 ","10-07"
"1988","The Accused","32,078,318 ","4,316,369 ","10-14"
"1988","Halloween 4: The Return of Michael Myers","17,768,757 ","6,831,250 ","10-21"
"1988","Mystic Pizza","12,793,213 ","1,163,939 ","10-21"
"1988","Without a Clue","8,539,181 ","1,246,772 ","10-21"
"1988","They Live","13,008,928 ","4,827,903 ","11-04"
"1988","Everybody's All-American","12,638,294 ","3,425,796 ","11-04"
"1988","U2: Rattle and Hum","8,600,823 ","3,821,351 ","11-04"
"1988","Child's Play","33,244,684 ","6,583,963 ","11-11"
"1988","Ernest Saves Christmas","28,202,109 ","5,710,734 ","11-11"
"1988","Iron Eagle II","10,497,324 ","3,530,016 ","11-11"
"1988","Oliver & Company","53,279,055 ","4,022,752 ","11-18"
"1988","The Land Before Time","48,092,846 ","7,526,025 ","11-18"
"1988","High Spirits","8,578,231 ","3,308,250 ","11-18"
"1988","Scrooged","60,328,558 ","13,027,842 ","11-23"
"1988","Cocoon: The Return","18,924,919 ","5,568,143 ","11-23"
"1988","The Naked Gun: From the Files of Police Squad!","78,756,177 ","9,331,746 ","12-02"
"1988","Tequila Sunrise","41,292,551 ","6,350,974 ","12-02"
"1988","Twins","111,938,388 ","11,174,980 ","12-09"
"1988","Mississippi Burning","34,603,943 ","225,034 ","12-09"
"1988","My Stepmother is an Alien","13,854,000 ","2,066,980 ","12-09"
"1988","Rain Man","172,825,435 ","7,005,719 ","12-16"
"1988","Dirty Rotten Scoundrels","42,039,085 ","3,840,498 ","12-16"
"1988","I'm Gonna Git You Sucka","13,030,057 ","543,588 ","12-16"
"1988","Working Girl","63,779,477 ","4,718,485 ","12-23"
"1988","Beaches","57,041,866 ","198,361 ","12-23"
"1988","Dangerous Liaisons","34,670,720 ","84,451 ","12-23"
"1988","The Accidental Tourist","32,632,093 ","97,578 ","12-23"
"1988","Hellbound: Hellraiser II","12,090,735 ","3,185,511 ","12-23"
