"year","movies_name","total_gross","opening_week","opening_date"
"1997","Out to Sea","29,022,252 ","5,887,675 ","07-04"
"1997","Contact","100,920,329 ","20,584,908 ","07-11"
"1997","Thrill Ride (IMAX)","18,798,590 ","40,136 ","07-11"
"1997","George of the Jungle","105,263,257 ","16,540,791 ","07-18"
"1997","Nothing to Lose","44,480,039 ","11,617,767 ","07-18"
"1997","Air Force One","172,956,409 ","37,132,505 ","07-25"
"1997","Good Burger","23,712,993 ","7,058,333 ","07-25"
"1997","Spawn","54,870,175 ","19,738,749 ","08-01"
"1997","Picture Perfect","31,407,873 ","7,809,026 ","08-01"
"1997","Air Bud","23,144,499 ","4,878,632 ","08-01"
"1997","Conspiracy Theory","75,982,834 ","19,313,566 ","08-08"
"1997","The Full Monty","45,950,122 ","176,585 ","08-15"
"1997","Cop Land","44,862,187 ","13,510,482 ","08-15"
"1997","Event Horizon","26,673,242 ","9,511,915 ","08-15"
"1997","G.I. Jane","48,169,156 ","11,094,241 ","08-22"
"1997","Money Talks","40,922,619 ","10,654,369 ","08-22"
"1997","Mimic","25,480,490 ","7,818,208 ","08-22"
"1997","Hoodlum","23,499,102 ","8,162,768 ","08-29"
"1997","Fire Down Below","16,228,448 ","6,073,094 ","09-05"
"1997","The Game","48,323,648 ","14,337,029 ","09-12"
"1997","L.A. Confidential","64,616,940 ","5,211,198 ","09-19"
"1997","In & Out","63,856,929 ","15,019,821 ","09-19"
"1997","Wishmaster","15,738,769 ","6,038,516 ","09-19"
"1997","Soul Food","43,700,855 ","11,197,897 ","09-26"
"1997","The Peacemaker","41,263,140 ","12,311,939 ","09-26"
"1997","The Edge","27,873,386 ","7,733,445 ","09-26"
"1997","Kiss the Girls","60,527,873 ","13,215,167 ","10-03"
"1997","Seven Years in Tibet","37,957,682 ","10,020,378 ","10-10"
"1997","Boogie Nights","26,400,640 ","50,168 ","10-10"
"1997","Rocket Man","15,448,043 ","4,472,937 ","10-10"
"1997","I Know What You Did Last Summer","72,586,134 ","15,818,645 ","10-17"
"1997","The Devil's Advocate","60,944,660 ","12,170,536 ","10-17"
"1997","Bean","45,319,423 ","2,255,233 ","10-17"
"1997","Red Corner","22,459,274 ","7,403,362 ","10-31"
"1997","Starship Troopers","54,814,377 ","22,058,773 ","11-07"
"1997","Eve's Bayou","14,842,388 ","3,287,846 ","11-07"
"1997","Anastasia","58,406,347 ","120,541 ","11-14"
"1997","The Jackal","54,930,280 ","15,164,595 ","11-14"
"1997","The Little Mermaid (Re-issue)","27,187,616 ","9,814,520 ","11-14"
"1997","The Rainmaker (1997)","45,916,769 ","10,626,507 ","11-21"
"1997","Mortal Kombat: Annihilation","35,927,406 ","16,771,694 ","11-21"
"1997","Midnight in the Garden of Good & Evil","25,105,255 ","5,233,658 ","11-21"
"1997","Flubber","92,977,226 ","26,725,207 ","11-26"
"1997","Alien Resurrection","47,795,658 ","16,474,092 ","11-26"
"1997","Good Will Hunting","138,433,435 ","272,912 ","12-05"
"1997","Amistad","44,229,441 ","4,573,523 ","12-10"
"1997","Scream 2","101,363,301 ","32,926,342 ","12-12"
"1997","For Richer or Poorer","31,642,995 ","6,015,970 ","12-12"
"1997","Home Alone 3","30,882,515 ","5,085,482 ","12-12"
"1997","Titanic","600,788,188 ","28,638,131 ","12-19"
"1997","Tomorrow Never Dies","125,304,276 ","25,143,007 ","12-19"
"1997","Mouse Hunt","61,917,389 ","6,062,922 ","12-19"
"1997","The Apostle","19,868,354 ","29,396 ","12-19"
"1997","As Good as It Gets","148,478,011 ","12,606,928 ","12-23"
"1997","Wag the Dog","43,061,945 ","92,079 ","12-25"
"1997","Jackie Brown","39,673,162 ","9,292,248 ","12-25"
"1997","An American Werewolf in Paris","26,570,463 ","7,600,878 ","12-25"
"1997","Mr. Magoo","21,437,192 ","5,233,631 ","12-25"
"1997","The Postman","17,626,234 ","5,260,324 ","12-25"
