"year","movies_name","total_gross","opening_week","opening_date"
"2001","Save the Last Dance","91,057,006 ","23,444,930 ","01-12"
"2001","Double Take","29,831,583 ","11,736,236 ","01-12"
"2001","The Wedding Planner","60,400,856 ","13,510,293 ","01-26"
"2001","Valentine","20,384,136 ","10,024,648 ","02-02"
"2001","Hannibal","165,092,268 ","58,003,121 ","02-09"
"2001","Down to Earth","64,186,502 ","17,268,883 ","02-16"
"2001","Recess: School's Out","36,706,141 ","10,065,873 ","02-16"
"2001","Sweet November","25,288,103 ","9,733,954 ","02-16"
"2001","The Mexican","66,845,033 ","20,108,829 ","03-02"
"2001","See Spot Run","33,357,476 ","9,715,102 ","03-02"
"2001","15 Minutes","24,403,552 ","10,523,154 ","03-09"
"2001","Exit Wounds","51,758,599 ","18,485,586 ","03-16"
"2001","Enemy at the Gates","51,401,758 ","13,810,266 ","03-16"
"2001","Memento","25,544,867 ","235,488 ","03-16"
"2001","Heartbreakers","40,336,607 ","11,801,323 ","03-23"
"2001","The Brothers","27,457,409 ","10,302,846 ","03-23"
"2001","Spy Kids","112,719,001 ","26,546,881 ","03-30"
"2001","Someone Like You","27,343,067 ","10,010,600 ","03-30"
"2001","Along Came a Spider","74,078,174 ","16,712,407 ","04-06"
"2001","Blow","52,990,775 ","12,443,461 ","04-06"
"2001","Joe Dirt","27,087,695 ","8,016,008 ","04-11"
"2001","Kingdom Come","23,249,649 ","7,562,284 ","04-11"
"2001","Bridget Jones's Diary","71,543,427 ","10,733,933 ","04-13"
"2001","Crocodile Dundee in Los Angeles","25,635,682 ","7,714,362 ","04-20"
"2001","Driven","32,720,065 ","12,174,504 ","04-27"
"2001","The Mummy Returns","202,019,785 ","68,139,035 ","05-04"
"2001","A Knight's Tale","56,569,702 ","16,511,391 ","05-11"
"2001","Shrek","267,665,011 ","42,347,760 ","05-16"
"2001","Moulin Rouge!","57,386,607 ","167,540 ","05-18"
"2001","Angel Eyes","24,174,218 ","9,225,575 ","05-18"
"2001","Pearl Harbor","198,542,554 ","59,078,912 ","05-25"
"2001","The Animal","57,743,062 ","19,610,520 ","06-01"
"2001","What's the Worst That Could Happen?","32,269,834 ","13,049,114 ","06-01"
"2001","Atlantis: The Lost Empire","84,056,472 ","329,011 ","06-08"
"2001","Swordfish","69,772,969 ","18,145,632 ","06-08"
"2001","Evolution","38,345,494 ","13,408,351 ","06-08"
"2001","Lara Croft: Tomb Raider","131,168,070 ","47,735,743 ","06-15"
"2001","The Fast and the Furious","144,533,925 ","40,089,015 ","06-22"
"2001","Dr. Dolittle 2","112,952,899 ","25,037,039 ","06-22"
"2001","Baby Boy","28,734,552 ","8,606,403 ","06-27"
"2001","A.I. Artificial Intelligence","78,616,689 ","29,352,630 ","06-29"
"2001","Cats & Dogs","93,385,515 ","21,707,617 ","07-04"
"2001","Scary Movie 2","71,308,997 ","20,503,356 ","07-04"
"2001","Kiss of the Dragon","36,845,124 ","13,304,027 ","07-06"
"2001","Final Fantasy: The Spirits Within","32,131,830 ","11,408,853 ","07-11"
"2001","Legally Blonde","96,520,674 ","20,377,426 ","07-13"
"2001","The Score","71,107,711 ","19,018,807 ","07-13"
"2001","Jurassic Park III","181,171,875 ","50,771,645 ","07-18"
"2001","America's Sweethearts","93,607,673 ","30,181,877 ","07-20"
"2001","Planet of the Apes (2001)","180,011,740 ","68,532,960 ","07-27"
"2001","Rush Hour 2","226,164,286 ","67,408,222 ","08-03"
"2001","The Princess Diaries","108,248,956 ","22,862,269 ","08-03"
"2001","American Pie 2","145,103,595 ","45,117,985 ","08-10"
"2001","The Others","96,522,687 ","14,089,952 ","08-10"
"2001","Rat Race","56,618,055 ","11,662,094 ","08-17"
"2001","Captain Corelli's Mandolin","25,543,895 ","7,209,345 ","08-17"
"2001","Jay and Silent Bob Strike Back","30,085,147 ","11,018,543 ","08-24"
"2001","Jeepers Creepers","37,904,175 ","13,106,108 ","08-31"
"2001","The Musketeer","27,073,640 ","10,312,740 ","09-07"
"2001","Two Can Play That Game","22,235,901 ","7,720,942 ","09-07"
"2001","Hardball","40,222,729 ","9,386,342 ","09-14"
"2001","Don't Say a Word","55,001,642 ","17,090,474 ","09-28"
