"year","movies_name","total_gross","opening_week","opening_date"
"2014","Paranormal Activity: The Marked Ones","32,462,372 ","18,343,611 ","01-03"
"2014","Ride Along","134,938,200 ","41,516,170 ","01-17"
"2014","The Nut Job","64,251,541 ","19,423,000 ","01-17"
"2014","Jack Ryan: Shadow Recruit","50,577,412 ","15,451,981 ","01-17"
"2014","That Awkward Moment","26,068,955 ","8,742,109 ","01-31"
"2014","The LEGO Movie","257,760,692 ","69,050,279 ","02-07"
"2014","The Monuments Men","78,031,620 ","22,003,433 ","02-07"
"2014","RoboCop (2014)","58,607,007 ","21,681,430 ","02-12"
"2014","About Last Night (2014)","48,637,684 ","25,649,011 ","02-14"
"2014","3 Days to Kill","30,697,999 ","12,242,218 ","02-21"
"2014","Non-Stop","92,168,600 ","28,875,635 ","02-28"
"2014","Son of God","59,700,064 ","25,601,865 ","02-28"
"2014","Mr. Peabody & Sherman","111,506,430 ","32,207,057 ","03-07"
"2014","300: Rise of An Empire","106,580,051 ","45,038,460 ","03-07"
"2014","The Grand Budapest Hotel","59,301,324 ","811,166 ","03-07"
"2014","Need for Speed","43,577,636 ","17,844,939 ","03-14"
"2014","Divergent","150,947,895 ","54,607,747 ","03-21"
"2014","God's Not Dead","60,755,732 ","9,217,013 ","03-21"
"2014","Muppets Most Wanted","51,183,113 ","17,005,126 ","03-21"
"2014","Noah","101,200,044 ","43,720,472 ","03-28"
"2014","Captain America: The Winter Soldier","259,766,572 ","95,023,721 ","04-04"
"2014","Rio 2","131,538,435 ","39,327,869 ","04-11"
"2014","Draft Day","28,842,237 ","9,783,603 ","04-11"
"2014","Oculus","27,695,246 ","12,005,402 ","04-11"
"2014","Heaven is for Real","91,443,253 ","22,522,221 ","04-16"
"2014","The Other Woman (2014)","83,911,193 ","24,763,752 ","04-25"
"2014","The Amazing Spider-Man 2","202,853,933 ","91,608,337 ","05-02"
"2014","Neighbors","150,157,400 ","49,033,915 ","05-09"
"2014","Chef","31,424,003 ","204,961 ","05-09"
"2014","Godzilla (2014)","200,676,069 ","93,188,384 ","05-16"
"2014","Million Dollar Arm","36,457,627 ","10,515,659 ","05-16"
"2014","X-Men: Days of Future Past","233,921,534 ","90,823,660 ","05-23"
"2014","Blended","46,294,610 ","14,284,031 ","05-23"
"2014","Maleficent","241,410,378 ","69,431,298 ","05-30"
"2014","A Million Ways to Die in the West","43,139,300 ","16,797,385 ","05-30"
"2014","The Fault in our Stars","124,872,350 ","48,002,523 ","06-06"
"2014","Edge of Tomorrow","100,206,256 ","28,760,246 ","06-06"
"2014","22 Jump Street","191,719,337 ","57,071,445 ","06-13"
"2014","How to Train Your Dragon 2","177,002,924 ","49,451,322 ","06-13"
"2014","Think Like a Man Too","65,182,182 ","29,241,911 ","06-20"
"2014","Jersey Boys","47,047,013 ","13,319,371 ","06-20"
"2014","Transformers: Age of Extinction","245,439,076 ","100,038,390 ","06-27"
"2014","Tammy","84,525,432 ","21,577,049 ","07-02"
"2014","Earth to Echo","38,934,842 ","8,364,658 ","07-02"
"2014","Deliver Us From Evil","30,577,122 ","9,740,471 ","07-02"
"2014","Dawn of the Planet of the Apes","208,545,589 ","72,611,427 ","07-11"
"2014","Boyhood","25,352,281 ","387,618 ","07-11"
"2014","The Purge: Anarchy","71,962,800 ","29,816,675 ","07-18"
"2014","Planes: Fire & Rescue","59,165,787 ","17,509,407 ","07-18"
"2014","Sex Tape","38,543,473 ","14,608,152 ","07-18"
"2014","Lucy","126,663,600 ","43,899,340 ","07-25"
"2014","Hercules (2014)","72,688,614 ","29,800,263 ","07-25"
"2014","Guardians of the Galaxy","333,176,600 ","94,320,883 ","08-01"
"2014","Get On Up","30,703,100 ","13,585,915 ","08-01"
"2014","Teenage Mutant Ninja Turtles (2014)","191,204,754 ","65,575,105 ","08-08"
"2014","The Hundred-Foot Journey","54,240,821 ","10,979,290 ","08-08"
"2014","Into The Storm","47,602,194 ","17,346,427 ","08-08"
"2014","Let's Be Cops","82,390,774 ","17,813,722 ","08-13"
"2014","The Giver","45,090,374 ","12,305,016 ","08-15"
"2014","The Expendables 3","39,322,544 ","15,879,645 ","08-15"
