"year","movies_name","total_gross","opening_week","opening_date"
"1987","Cinderella (1987 re-issue)","34,101,149 ","5,165,881 ","11-20"
"1987","Nuts","30,950,002 ","4,606,083 ","11-20"
"1987","Flowers in the Attic","15,151,736 ","5,020,317 ","11-20"
"1987","Teen Wolf Too","7,888,703 ","2,709,160 ","11-20"
"1987","Three Men and a Baby","167,780,960 ","10,384,392 ","11-25"
"1987","Planes, Trains and Automobiles","49,530,280 ","7,009,482 ","11-25"
"1987","Throw Momma From the Train","57,915,972 ","7,318,878 ","12-11"
"1987","Wall Street","43,848,069 ","4,104,611 ","12-11"
"1987","Empire of the Sun","22,238,696 ","1,314,509 ","12-11"
"1987","Moonstruck","80,640,528 ","127,599 ","12-18"
"1987","Broadcast News","51,249,404 ","197,542 ","12-18"
"1987","Eddie Murphy Raw","50,504,655 ","9,077,324 ","12-18"
"1987","* batteries not included","32,945,797 ","3,326,530 ","12-18"
"1987","Overboard","26,713,187 ","1,880,006 ","12-18"
"1987","Ironweed","7,393,346 ","36,973 ","12-18"
"1987","Good Morning, Vietnam","123,922,370 ","194,308 ","12-25"
