"year","movies_name","total_gross","opening_week","opening_date"
"1992","The Hand That Rocks the Cradle","88,036,683 ","7,675,016 ","01-10"
"1992","Kuffs","21,142,815 ","5,651,055 ","01-10"
"1992","Juice","20,146,880 ","8,085,915 ","01-17"
"1992","Freejack","17,129,026 ","6,736,243 ","01-17"
"1992","Shining Through","21,633,781 ","6,406,829 ","01-31"
"1992","Medicine Man","45,500,797 ","8,494,271 ","02-07"
"1992","Final Analysis","28,590,665 ","6,411,441 ","02-07"
"1992","Wayne's World","121,697,323 ","18,122,710 ","02-14"
"1992","The Great Mouse Detective (re-issue)","13,288,756 ","4,126,855 ","02-14"
"1992","Stop! Or My Mom Will Shoot!","28,411,210 ","7,058,590 ","02-21"
"1992","Memoirs of an Invisible Man","14,358,033 ","4,601,954 ","02-28"
"1992","The Lawnmower Man","32,100,816 ","7,751,971 ","03-06"
"1992","Gladiator (1992)","9,223,441 ","3,305,189 ","03-06"
"1992","Once Upon a Crime","8,669,847 ","3,249,740 ","03-06"
"1992","My Cousin Vinny","52,929,168 ","7,416,751 ","03-13"
"1992","Howards End","25,966,555 ","52,568 ","03-13"
"1992","American Me","13,086,430 ","3,378,100 ","03-13"
"1992","Basic Instinct","117,727,224 ","15,129,385 ","03-20"
"1992","White Men Can't Jump","76,253,806 ","14,711,124 ","03-27"
"1992","The Cutting Edge","25,105,517 ","4,478,919 ","03-27"
"1992","Ladybugs","14,796,494 ","5,180,414 ","03-27"
"1992","Beethoven","57,114,049 ","7,587,565 ","04-03"
"1992","Thunderheart","22,660,758 ","4,507,425 ","04-03"
"1992","Straight Talk","21,202,099 ","4,575,746 ","04-03"
"1992","Rock-A-Doodle","11,657,385 ","2,603,286 ","04-03"
"1992","Sleepwalkers","30,524,763 ","10,017,354 ","04-10"
"1992","Ferngully: The Last Rainforest","24,650,296 ","3,549,338 ","04-10"
"1992","The Player","21,706,101 ","302,216 ","04-10"
"1992","The Babe","17,530,973 ","5,011,205 ","04-17"
"1992","Deep Cover","16,639,799 ","3,451,356 ","04-17"
"1992","City of Joy","14,683,921 ","3,405,890 ","04-17"
"1992","White Sands","9,011,574 ","3,151,629 ","04-24"
"1992","Lethal Weapon 3","144,731,527 ","33,243,086 ","05-15"
"1992","Far and Away","58,883,840 ","10,194,520 ","05-22"
"1992","Alien 3","55,473,545 ","19,449,867 ","05-22"
"1992","Encino Man","40,693,477 ","9,866,120 ","05-22"
"1992","Sister Act","139,605,150 ","11,894,587 ","05-29"
"1992","Patriot Games","83,351,587 ","18,511,191 ","06-05"
"1992","Class Act","13,272,113 ","3,421,827 ","06-05"
"1992","Housesitter","58,500,635 ","9,106,950 ","06-12"
"1992","Batman Returns","162,831,698 ","45,687,711 ","06-19"
"1992","Unlawful Entry","57,138,719 ","10,067,609 ","06-26"
"1992","Pinocchio (Re-issue) (1992)","18,863,559 ","3,145,140 ","06-26"
