"year","movies_name","total_gross","opening_week","opening_date"
"2012","The Five-Year Engagement","28,835,528 ","10,610,060 ","04-27"
"2012","Marvel's The Avengers","623,357,910 ","207,438,708 ","05-04"
"2012","The Best Exotic Marigold Hotel","46,412,041 ","737,051 ","05-04"
"2012","Dark Shadows","79,727,149 ","29,685,274 ","05-11"
"2012","The Dictator","59,650,222 ","17,435,092 ","05-16"
"2012","Battleship","65,422,625 ","25,534,825 ","05-18"
"2012","What to Expect When You're Expecting","41,152,203 ","10,547,068 ","05-18"
"2012","MIB 3","179,020,854 ","54,592,779 ","05-25"
"2012","Moonrise Kingdom","45,512,466 ","522,996 ","05-25"
"2012","Snow White and the Huntsman","155,332,381 ","56,217,700 ","06-01"
"2012","Madagascar 3: Europe's Most Wanted","216,391,482 ","60,316,738 ","06-08"
"2012","Prometheus","126,477,084 ","51,050,101 ","06-08"
"2012","Rock of Ages","38,518,613 ","14,437,269 ","06-15"
"2012","That's My Boy","36,931,089 ","13,453,714 ","06-15"
"2012","Brave","237,283,207 ","66,323,594 ","06-22"
"2012","Abraham Lincoln: Vampire Hunter","37,519,139 ","16,306,974 ","06-22"
"2012","Ted","218,815,487 ","54,415,205 ","06-29"
"2012","Magic Mike","113,721,571 ","39,127,170 ","06-29"
"2012","Tyler Perry's Madea's Witness Protection","65,653,242 ","25,390,575 ","06-29"
"2012","The Amazing Spider-Man","262,030,663 ","62,004,688 ","07-03"
"2012","Savages (2012)","47,382,068 ","16,016,910 ","07-06"
"2012","Ice Age: Continental Drift","161,321,843 ","46,629,259 ","07-13"
"2012","2016 Obama's America","33,449,086 ","31,610 ","07-13"
"2012","The Dark Knight Rises","448,139,099 ","160,887,295 ","07-20"
"2012","The Watch","35,353,000 ","12,750,297 ","07-27"
"2012","Step Up Revolution","35,074,677 ","11,731,708 ","07-27"
"2012","Total Recall (2012)","58,877,969 ","25,577,758 ","08-03"
"2012","Diary of a Wimpy Kid: Dog Days","49,008,662 ","14,623,599 ","08-03"
"2012","Hope Springs","63,536,011 ","14,650,121 ","08-08"
"2012","The Bourne Legacy","113,203,870 ","38,142,825 ","08-10"
"2012","The Campaign","86,907,746 ","26,588,460 ","08-10"
"2012","The Odd Life of Timothy Green","51,854,875 ","10,822,903 ","08-15"
"2012","The Expendables 2","85,028,192 ","28,591,370 ","08-17"
"2012","ParaNorman","56,003,051 ","14,087,050 ","08-17"
"2012","Lawless","37,400,127 ","10,001,982 ","08-29"
"2012","The Possession","49,130,154 ","17,732,480 ","08-31"
"2012","Resident Evil: Retribution","42,345,531 ","21,052,227 ","09-14"
"2012","Finding Nemo (3D)","41,128,283 ","16,687,773 ","09-14"
"2012","End of Watch","41,003,371 ","13,152,683 ","09-21"
"2012","Trouble with the Curve","35,763,137 ","12,162,040 ","09-21"
"2012","House at the End of The Street","31,611,916 ","12,287,234 ","09-21"
"2012","Hotel Transylvania","148,313,048 ","42,522,194 ","09-28"
"2012","Looper","66,486,205 ","20,801,552 ","09-28"
"2012","Pitch Perfect","65,001,093 ","5,149,433 ","09-28"
"2012","Taken 2","139,854,287 ","49,514,769 ","10-05"
"2012","Frankenweenie","35,291,068 ","11,412,213 ","10-05"
"2012","Argo","136,025,503 ","19,458,109 ","10-12"
"2012","Sinister","48,086,903 ","18,007,634 ","10-12"
"2012","Here Comes the Boom","45,290,318 ","11,816,596 ","10-12"
"2012","Paranormal Activity 4","53,900,335 ","29,003,866 ","10-19"
"2012","Wreck-It Ralph","189,422,889 ","49,038,712 ","11-02"
"2012","Flight","93,772,375 ","24,900,566 ","11-02"
"2012","Skyfall","304,360,277 ","88,364,714 ","11-09"
"2012","Lincoln","182,207,973 ","944,308 ","11-09"
"2012","The Twilight Saga: Breaking Dawn Part 2","292,324,737 ","141,067,634 ","11-16"
"2012","Silver Linings Playbook","132,092,958 ","443,003 ","11-16"
"2012","Life of Pi","124,987,023 ","22,451,514 ","11-21"
"2012","Rise of the Guardians","103,412,758 ","23,773,465 ","11-21"
"2012","Red Dawn (2012)","44,806,783 ","14,276,668 ","11-21"
"2012","The Hobbit: An Unexpected Journey","303,003,568 ","84,617,303 ","12-14"
"2012","Zero Dark Thirty","95,720,716 ","417,150 ","12-19"
"2012","The Guilt Trip","37,134,215 ","5,290,629 ","12-19"
"2012","Monsters, Inc. (3D)","34,043,006 ","4,774,686 ","12-19"
"2012","Jack Reacher","80,070,736 ","15,210,156 ","12-21"
"2012","This Is 40","67,544,505 ","11,579,175 ","12-21"
"2012","Django Unchained","162,805,434 ","30,122,888 ","12-25"
"2012","Les Miserables (2012)","148,809,770 ","27,281,735 ","12-25"
"2012","Parental Guidance","77,267,296 ","14,554,053 ","12-25"
