"year","movies_name","total_gross","opening_week","opening_date"
"2000","Fantasia 2000 (35mm & IMAX)","60,655,420 ","2,290,525 ","01-01"
"2000","Fantasia 2000 (IMAX)","52,260,454 ","N/A","01-01"
"2000","Next Friday","57,328,603 ","14,465,156 ","01-12"
"2000","My Dog Skip","34,134,641 ","56,943 ","01-14"
"2000","Down to You","20,069,008 ","7,602,507 ","01-21"
"2000","Scream 3","89,143,175 ","34,713,342 ","02-04"
"2000","Snow Day","60,020,107 ","14,331,819 ","02-11"
"2000","The Tigger Movie","45,554,533 ","9,427,532 ","02-11"
"2000","The Beach","39,785,027 ","15,277,921 ","02-11"
"2000","The Whole Nine Yards","57,262,492 ","13,731,070 ","02-18"
"2000","Pitch Black","39,240,659 ","11,577,688 ","02-18"
"2000","Hanging Up","36,050,230 ","13,567,978 ","02-18"
"2000","Wonder Boys","19,393,557 ","5,808,919 ","02-23"
"2000","Reindeer Games","23,368,995 ","8,128,356 ","02-25"
"2000","Mission to Mars","60,883,407 ","22,855,247 ","03-10"
"2000","Erin Brockovich","125,595,205 ","28,138,465 ","03-17"
"2000","Final Destination","53,331,147 ","10,015,822 ","03-17"
"2000","Romeo Must Die","55,973,336 ","18,014,503 ","03-22"
"2000","The Road to El Dorado","50,863,742 ","12,846,652 ","03-31"
"2000","The Skulls","35,046,120 ","11,034,885 ","03-31"
"2000","High Fidelity","27,287,137 ","6,429,107 ","03-31"
"2000","Rules of Engagement","61,335,230 ","15,011,181 ","04-07"
"2000","Return to Me","32,722,798 ","7,820,836 ","04-07"
"2000","28 Days","37,170,488 ","10,310,672 ","04-14"
"2000","Keeping the Faith","37,047,880 ","8,078,671 ","04-14"
"2000","U-571","77,122,415 ","19,553,310 ","04-21"
"2000","Love & Basketball","27,459,615 ","8,139,180 ","04-21"
"2000","Frequency","45,010,278 ","9,025,584 ","04-28"
"2000","The Flintstones in Viva Rock Vegas","35,268,275 ","10,518,435 ","04-28"
"2000","Where the Heart Is","33,772,838 ","8,292,939 ","04-28"
"2000","Gladiator","187,705,427 ","34,819,017 ","05-05"
"2000","Battlefield Earth","21,471,685 ","11,548,898 ","05-12"
"2000","Dinosaur","137,748,063 ","38,854,851 ","05-19"
"2000","Road Trip","68,540,777 ","15,484,004 ","05-19"
"2000","Mission: Impossible II","215,409,889 ","57,845,297 ","05-24"
"2000","Shanghai Noon","56,937,502 ","15,607,034 ","05-26"
"2000","Big Momma's House","117,559,438 ","25,661,041 ","06-02"
"2000","Gone in 60 Seconds","101,648,571 ","25,336,048 ","06-09"
"2000","Shaft","70,334,258 ","21,714,757 ","06-16"
"2000","Titan A.E.","22,753,426 ","9,376,845 ","06-16"
"2000","Boys and Girls","21,799,652 ","7,008,950 ","06-16"
"2000","Chicken Run","106,834,564 ","17,506,162 ","06-23"
"2000","Me, Myself and Irene","90,570,999 ","24,209,385 ","06-23"
"2000","The Patriot","113,330,342 ","22,413,710 ","06-28"
"2000","The Perfect Storm","182,618,434 ","41,325,042 ","06-30"
"2000","The Adventures of Rocky & Bullwinkle","26,005,820 ","6,814,270 ","06-30"
"2000","Scary Movie","157,019,771 ","42,346,669 ","07-07"
"2000","Disney's The Kid","69,691,949 ","12,687,726 ","07-07"
"2000","X-Men","157,299,717 ","54,471,475 ","07-14"
"2000","What Lies Beneath","155,464,351 ","29,702,959 ","07-21"
"2000","Pokemon: The Movie 2000","43,758,684 ","19,575,608 ","07-21"
"2000","The Nutty Professor II: The Klumps","123,309,890 ","42,518,830 ","07-28"
"2000","Space Cowboys","90,464,773 ","18,093,776 ","08-04"
"2000","Hollow Man","73,209,340 ","26,414,386 ","08-04"
"2000","Coyote Ugly","60,786,269 ","17,319,282 ","08-04"
"2000","The Replacements","44,737,059 ","11,039,214 ","08-11"
"2000","Autumn in New York","37,761,915 ","10,987,006 ","08-11"
"2000","Bless the Child","29,381,494 ","9,413,684 ","08-11"
"2000","The Cell","61,334,059 ","17,515,050 ","08-18"
"2000","The Original Kings of Comedy","38,182,790 ","11,053,832 ","08-18"
"2000","Bring It On","68,379,000 ","17,362,105 ","08-25"
"2000","The Art of War","30,208,599 ","10,410,993 ","08-25"
"2000","The Watcher","28,946,615 ","9,062,295 ","09-08"
"2000","Nurse Betty","25,170,054 ","7,145,950 ","09-08"
"2000","Almost Famous","32,534,850 ","2,314,646 ","09-15"
"2000","The Exorcist Director's Cut","39,671,011 ","8,175,666 ","09-22"
"2000","Urban Legends: Final Cut","21,468,807 ","8,505,513 ","09-22"
"2000","Remember the Titans","115,654,751 ","20,905,831 ","09-29"
"2000","Best in Show","18,715,392 ","413,436 ","09-29"
"2000","Meet the Parents","166,244,045 ","28,623,300 ","10-06"
"2000","Billy Elliot","21,995,263 ","215,681 ","10-13"
"2000","Bedazzled (2000)","37,886,980 ","13,106,526 ","10-20"
"2000","Pay It Forward","33,519,628 ","9,631,359 ","10-20"
"2000","Book of Shadows: Blair Witch 2","26,437,094 ","13,223,887 ","10-27"
"2000","Charlie's Angels","125,305,545 ","40,128,550 ","11-03"
"2000","The Legend of Bagger Vance","30,919,168 ","11,516,712 ","11-03"
"2000","Men of Honor","48,818,921 ","13,339,465 ","11-10"
"2000","Little Nicky","39,464,775 ","16,063,904 ","11-10"
"2000","How the Grinch Stole Christmas","260,044,825 ","55,082,330 ","11-17"
"2000","Rugrats in Paris: The Movie","76,507,756 ","22,718,184 ","11-17"
