"year","movies_name","total_gross","opening_week","opening_date"
"1983","Smokey & the Bandit Part III","5,678,950 ","1,728,060 ","08-12"
"1983","Easy Money","29,309,766 ","5,844,974 ","08-19"
"1983","The Golden Seal","6,666,725 ","920,018 ","08-19"
"1983","Hercules (1983)","10,676,194 ","3,473,635 ","08-26"
"1983","Strange Brew","8,571,374 ","1,913,389 ","08-26"
"1983","Deathstalker","11,919,250 ","456,700 ","09-02"
"1983","Nightmares","6,670,680 ","2,572,750 ","09-02"
"1983","Revenge of the Ninja","13,168,027 ","2,114,125 ","09-09"
"1983","Educating Rita","14,648,076 ","73,518 ","09-23"
"1983","The Big Chill","56,342,711 ","3,662,152 ","09-30"
"1983","Brainstorm","10,219,460 ","1,196,965 ","09-30"
"1983","Rear Window (Re-issue) (1983)","9,084,420 ","N/A","09-30"
"1983","Beyond the Limit","5,997,566 ","2,208,976 ","09-30"
"1983","Never Say Never Again","55,432,841 ","10,958,157 ","10-07"
"1983","Never Cry Wolf","29,600,000 ","1,116,437 ","10-07"
"1983","The Smurfs and the Magic Flute","11,234,220 ","1,180,582 ","10-07"
"1983","Romantic Comedy","6,857,733 ","2,366,025 ","10-07"
"1983","The Right Stuff","21,192,102 ","1,601,167 ","10-21"
"1983","The Dead Zone","20,766,616 ","4,556,083 ","10-21"
"1983","All the Right Moves","17,233,166 ","1,625,486 ","10-21"
"1983","The Osterman Weekend","6,486,797 ","301,129 ","10-21"
"1983","Under Fire","5,696,391 ","1,837,768 ","10-21"
"1983","Richard Pryor: Here and Now","16,156,776 ","3,701,609 ","10-28"
"1983","Vertigo (1983 re-issue)","5,343,461 ","N/A","10-28"
"1983","Deal of the Century","10,369,581 ","3,520,605 ","11-04"
"1983","Star 80","6,472,990 ","412,566 ","11-11"
"1983","Yentl","40,218,899 ","3,050,219 ","11-18"
"1983","A Christmas Story","19,294,144 ","2,072,473 ","11-18"
"1983","Amityville 3-D","6,333,135 ","2,366,472 ","11-18"
"1983","A Night in Heaven","5,563,663 ","1,835,421 ","11-18"
"1983","Terms of Endearment","108,423,489 ","3,498,813 ","11-23"
"1983","Sudden Impact","67,642,693 ","9,688,561 ","12-09"
"1983","Scarface (1983)","44,668,798 ","4,597,536 ","12-09"
"1983","Christine","21,017,849 ","3,408,904 ","12-09"
"1983","The Dresser","5,310,748 ","26,877 ","12-09"
"1983","Silkwood","35,615,609 ","1,218,322 ","12-16"
"1983","Uncommon Valor","30,503,151 ","3,144,367 ","12-16"
"1983","Two of a Kind","23,646,952 ","3,344,942 ","12-16"
"1983","The Rescuers (Re-issue)","21,000,000 ","2,111,582 ","12-16"
"1983","D.C. Cab","16,134,627 ","1,564,530 ","12-16"
"1983","Gorky Park","15,856,028 ","1,290,754 ","12-16"
"1983","To Be or Not to Be (1983)","13,030,214 ","1,020,958 ","12-16"
"1983","The Man Who Loved Women","10,964,231 ","1,347,032 ","12-16"
