"year","movies_name","total_gross","opening_week","opening_date"
"1981","Carbon Copy","9,566,593 ","N/A","09-25"
"1981","Paternity","18,838,812 ","N/A","10-02"
"1981","Zoot Suit","3,256,082 ","63,356 ","10-02"
"1981","The Watcher in the Woods","5,000,000 ","N/A","10-07"
"1981","Rich and Famous","14,492,125 ","N/A","10-09"
"1981","All the Marbles","6,468,195 ","N/A","10-16"
"1981","Silence of the North","1,622,898 ","344,837 ","10-23"
"1981","Halloween II","25,533,818 ","7,446,508 ","10-30"
"1981","Time Bandits","42,365,581 ","6,507,356 ","11-06"
"1981","The Pursuit of D.B. Cooper","3,702,028 ","1,214,767 ","11-13"
"1981","Absence of Malice","40,716,963 ","97,667 ","11-20"
"1981","Ragtime","11,099,118 ","151,351 ","11-20"
"1981","Whose Life Is It, Anyway?","8,206,145 ","1,348,576 ","12-02"
"1981","On Golden Pond","119,285,432 ","89,213 ","12-04"
"1981","Reds","40,382,659 ","2,325,029 ","12-04"
"1981","Taps","35,856,053 ","93,005 ","12-09"
"1981","Rollover","10,851,261 ","2,260,689 ","12-11"
"1981","Pennies From Heaven","9,171,289 ","520,000 ","12-11"
"1981","Buddy Buddy","7,258,543 ","189,000 ","12-11"
"1981","Ghost Story","23,371,905 ","2,105,729 ","12-16"
"1981","Sharky's Machine","35,610,100 ","3,022,041 ","12-18"
"1981","Neighbors (1981)","29,916,207 ","6,481,386 ","12-18"
"1981","Cinderella (1981 re-issue)","28,040,000 ","1,300,000 ","12-18"
"1981","Heartbeeps","2,154,696 ","407,464 ","12-18"
"1981","Modern Problems","26,154,211 ","N/A","12-25"
