"year","movies_name","total_gross","opening_week","opening_date"
"1984","The Little Drummer Girl","7,828,841 ","2,632,719 ","10-19"
"1984","The Razor's Edge","6,551,987 ","2,411,311 ","10-19"
"1984","The Terminator","38,371,200 ","4,020,663 ","10-26"
"1984","Terror in the Aisles","10,004,817 ","4,009,866 ","10-26"
"1984","Body Double","8,801,940 ","2,837,978 ","10-26"
"1984","The Killing Fields","34,700,291 ","32,181 ","11-02"
"1984","A Nightmare on Elm Street","25,504,513 ","1,271,000 ","11-09"
"1984","Oh, God! You Devil!","21,538,850 ","5,560,001 ","11-09"
"1984","Missing in Action","22,812,411 ","6,101,460 ","11-16"
"1984","Night of the Comet","14,418,922 ","3,580,578 ","11-16"
"1984","Just the Way You Are","7,889,694 ","2,291,803 ","11-16"
"1984","Supergirl","14,296,438 ","5,738,249 ","11-21"
"1984","Falling in Love","11,129,057 ","2,293,710 ","11-21"
"1984","Beverly Hills Cop","234,760,478 ","15,214,805 ","12-05"
"1984","2010","40,400,657 ","7,393,361 ","12-07"
"1984","City Heat","38,348,988 ","6,301,694 ","12-07"
"1984","Dune","30,925,690 ","6,025,091 ","12-14"
"1984","Starman","28,744,356 ","2,872,022 ","12-14"
"1984","A Passage to India","27,187,653 ","84,580 ","12-14"
"1984","The Cotton Club","25,928,721 ","2,903,603 ","12-14"
"1984","1984","8,430,492 ","29,897 ","12-14"
"1984","Runaway","6,770,587 ","1,198,279 ","12-14"
"1984","Pinocchio (Re-issue) (1984)","26,414,038 ","3,769,251 ","12-21"
"1984","Protocol","26,186,631 ","3,427,840 ","12-21"
"1984","Micki and Maude","26,080,861 ","2,742,458 ","12-21"
"1984","The Flamingo Kid","23,859,382 ","2,015,076 ","12-21"
"1984","Johnny Dangerously","17,124,395 ","2,947,746 ","12-21"
"1984","Breakin' 2: Electric Boogaloo","15,101,131 ","2,921,030 ","12-21"
"1984","The River","11,489,982 ","30,027 ","12-21"
