"year","movies_name","total_gross","opening_week","opening_date"
"1998","Fallen","25,232,289 ","10,401,586 ","01-16"
"1998","Hard Rain","19,870,567 ","8,009,024 ","01-16"
"1998","Half Baked","17,460,020 ","7,722,540 ","01-16"
"1998","Spice World","29,342,592 ","10,527,222 ","01-23"
"1998","Great Expectations","26,420,672 ","9,593,290 ","01-30"
"1998","The Replacement Killers","19,204,929 ","8,046,553 ","02-06"
"1998","The Wedding Singer","80,245,725 ","18,865,080 ","02-13"
"1998","Sphere","37,020,277 ","14,433,957 ","02-13"
"1998","The Borrowers","22,619,589 ","4,470,111 ","02-13"
"1998","Everest (IMAX)","87,178,599 ","364,244 ","03-06"
"1998","U.S. Marshals","57,167,405 ","16,863,988 ","03-06"
"1998","The Big Lebowski","17,451,873 ","5,533,844 ","03-06"
"1998","The Man in the Iron Mask","56,968,902 ","17,271,450 ","03-13"
"1998","Primary Colors","39,001,187 ","12,045,395 ","03-20"
"1998","Wild Things","30,147,739 ","9,622,444 ","03-20"
"1998","Grease (Re-issue)","28,411,018 ","12,705,463 ","03-27"
"1998","Lost in Space","69,117,629 ","20,154,919 ","04-03"
"1998","Mercury Rising","32,935,289 ","10,104,715 ","04-03"
"1998","City of Angels","78,685,114 ","15,369,048 ","04-10"
"1998","The Players Club","23,047,939 ","5,894,607 ","04-10"
"1998","Species II","19,221,939 ","7,274,008 ","04-10"
"1998","The Odd Couple II","18,912,328 ","4,810,288 ","04-10"
"1998","The Object of My Affection","29,187,243 ","9,725,855 ","04-17"
"1998","Paulie","26,875,268 ","5,369,800 ","04-17"
"1998","The Big Hit","27,007,143 ","10,809,424 ","04-24"
"1998","He Got Game","21,567,853 ","7,610,663 ","05-01"
"1998","Deep Impact","140,464,664 ","41,152,375 ","05-08"
"1998","The Horse Whisperer","75,383,563 ","13,685,488 ","05-15"
"1998","Bulworth","26,528,185 ","141,816 ","05-15"
"1998","Quest for Camelot","22,510,798 ","6,041,602 ","05-15"
"1998","Godzilla","136,314,294 ","44,047,541 ","05-20"
"1998","Hope Floats","60,053,195 ","14,210,464 ","05-29"
"1998","The Truman Show","125,618,201 ","31,542,121 ","06-05"
"1998","A Perfect Murder","67,638,368 ","16,615,704 ","06-05"
"1998","Six Days, Seven Nights","74,339,294 ","16,485,276 ","06-12"
"1998","Can't Hardly Wait","25,605,015 ","8,025,910 ","06-12"
"1998","Mulan","120,620,254 ","22,745,143 ","06-19"
"1998","The X-Files","83,898,313 ","30,138,758 ","06-19"
"1998","Doctor Dolittle","144,156,605 ","29,014,324 ","06-26"
"1998","Out of Sight","37,562,568 ","12,020,435 ","06-26"
"1998","Armageddon","201,578,182 ","36,089,972 ","07-01"
"1998","Lethal Weapon 4","130,444,603 ","34,048,124 ","07-10"
"1998","Small Soldiers","54,682,547 ","14,047,592 ","07-10"
"1998","Madeline","29,967,750 ","6,414,668 ","07-10"
"1998","There's Something About Mary","176,484,651 ","13,740,644 ","07-15"
"1998","The Mask of Zorro","94,095,523 ","22,525,855 ","07-17"
"1998","Saving Private Ryan","216,540,909 ","30,576,104 ","07-24"
"1998","Mafia!","19,889,299 ","6,577,961 ","07-24"
"1998","Disturbing Behavior","17,514,980 ","7,007,714 ","07-24"
"1998","The Parent Trap","66,308,518 ","11,148,497 ","07-31"
"1998","Ever After: A Cinderella Story","65,705,771 ","8,526,904 ","07-31"
"1998","The Negotiator","44,547,681 ","10,218,831 ","07-31"
"1998","Snake Eyes","55,591,409 ","16,310,373 ","08-07"
"1998","Halloween: H20","55,041,738 ","16,187,724 ","08-07"
"1998","How Stella Got Her Groove Back","37,672,941 ","11,318,919 ","08-14"
"1998","The Avengers (1998)","23,384,939 ","10,305,957 ","08-14"
"1998","Blade","70,087,718 ","17,073,856 ","08-21"
"1998","Mysteries of Egypt (IMAX)","40,593,486 ","119,280 ","08-21"
"1998","Dance with Me","15,923,122 ","4,507,663 ","08-21"
"1998","54","16,757,163 ","6,611,532 ","08-28"
"1998","Rounders","22,912,409 ","8,459,126 ","09-11"
"1998","Simon Birch","18,253,415 ","3,321,370 ","09-11"
"1998","Rush Hour","141,186,864 ","33,001,803 ","09-18"
"1998","One True Thing","23,245,840 ","6,606,455 ","09-18"
"1998","Ronin","41,616,262 ","12,697,641 ","09-25"
"1998","Urban Legend","38,072,438 ","10,515,444 ","09-25"
"1998","Antz","90,757,863 ","17,195,160 ","10-02"
"1998","What Dreams May Come","55,382,927 ","15,833,592 ","10-02"
"1998","A Night at the Roxbury","30,331,165 ","9,604,791 ","10-02"
"1998","Practical Magic","46,683,377 ","13,104,694 ","10-16"
"1998","Bride of Chucky","32,383,850 ","11,830,855 ","10-16"
"1998","Beloved","22,852,487 ","8,165,551 ","10-16"
"1998","Life Is Beautiful","57,247,384 ","118,920 ","10-23"
"1998","T-Rex: Back to the Cretaceous (IMAX)","53,354,743 ","261,760 ","10-23"
"1998","Pleasantville","40,584,421 ","8,855,063 ","10-23"
"1998","John Carpenter's Vampires","20,308,772 ","9,106,497 ","10-30"
"1998","The Waterboy","161,491,646 ","39,414,071 ","11-06"
"1998","The Siege","40,981,289 ","13,931,285 ","11-06"
"1998","Elizabeth","30,082,699 ","275,131 ","11-06"
"1998","Meet Joe Black","44,619,100 ","15,017,995 ","11-13"
"1998","I Still Know What You Did Last Summer","40,002,112 ","16,520,038 ","11-13"
"1998","A Bug's Life","162,798,565 ","291,121 ","11-20"
"1998","Enemy of the State","111,549,836 ","20,038,573 ","11-20"
"1998","The Rugrats Movie","100,494,675 ","27,321,470 ","11-20"
"1998","Waking Ned Devine","24,792,251 ","148,971 ","11-20"
"1998","Babe: Pig in the City","18,319,860 ","6,162,640 ","11-25"
"1998","Psycho (1998)","21,456,130 ","10,031,850 ","12-04"
"1998","Shakespeare in Love","100,317,794 ","224,012 ","12-11"
"1998","Star Trek: Insurrection","70,187,658 ","22,052,836 ","12-11"
"1998","Jack Frost","34,562,556 ","7,104,125 ","12-11"
"1998","Rushmore","17,105,219 ","43,666 ","12-11"
"1998","A Simple Plan","16,316,273 ","390,563 ","12-11"
"1998","You've Got Mail","115,821,495 ","18,426,749 ","12-18"
"1998","The Prince of Egypt","101,413,188 ","14,524,321 ","12-18"
"1998","Patch Adams","135,026,902 ","25,262,280 ","12-25"
"1998","Stepmom","91,137,662 ","19,142,440 ","12-25"
"1998","A Civil Action","56,709,981 ","70,079 ","12-25"
"1998","Mighty Joe Young","50,632,037 ","10,602,042 ","12-25"
"1998","The Faculty","40,283,321 ","11,633,495 ","12-25"
"1998","The Thin Red Line","36,400,491 ","282,534 ","12-25"
