"year","movies_name","total_gross","opening_week","opening_date"
"1986","The Karate Kid Part II","115,103,979 ","12,652,336 ","06-20"
"1986","Legal Eagles","49,851,591 ","8,043,360 ","06-20"
"1986","Ruthless People","71,624,879 ","5,274,306 ","06-27"
"1986","Running Scared","38,500,726 ","5,227,757 ","06-27"
"1986","Labyrinth","12,729,917 ","3,549,243 ","06-27"
"1986","About Last Night...","38,702,310 ","3,152,469 ","07-04"
"1986","The Great Mouse Detective","25,336,794 ","3,220,225 ","07-04"
"1986","Psycho III","14,481,606 ","3,238,400 ","07-04"
"1986","Big Trouble in Little China","11,100,000 ","2,723,211 ","07-04"
"1986","Under the Cherry Moon","10,090,429 ","3,150,924 ","07-04"
"1986","Club Paradise","12,308,521 ","4,152,296 ","07-11"
"1986","Aliens","85,160,248 ","10,052,042 ","07-18"
"1986","Heartburn","25,314,189 ","5,783,079 ","07-25"
"1986","Haunted Honeymoon","8,033,397 ","2,768,003 ","07-25"
"1986","Maximum Overdrive","7,433,663 ","3,205,644 ","07-25"
"1986","Flight of the Navigator","18,564,613 ","3,115,097 ","07-30"
"1986","Nothing in Common","32,324,557 ","3,279,650 ","08-01"
"1986","Friday the 13th Part VI","19,472,057 ","6,750,837 ","08-01"
"1986","Howard the Duck","16,295,774 ","5,070,136 ","08-01"
"1986","Stand by Me","52,287,414 ","242,795 ","08-08"
"1986","One Crazy Summer","13,431,806 ","3,433,952 ","08-08"
"1986","She's Gotta Have It","7,137,502 ","28,473 ","08-08"
"1986","A Fine Mess","6,029,824 ","2,620,657 ","08-08"
"1986","Transformers: The Movie","5,849,647 ","1,779,559 ","08-08"
"1986","The Fly","40,456,565 ","7,007,423 ","08-15"
"1986","Armed and Dangerous","15,945,534 ","4,348,276 ","08-15"
"1986","Manhunter","8,620,929 ","2,204,400 ","08-15"
"1986","The Boy Who Could Fly","7,177,431 ","204,461 ","08-15"
"1986","Extremities","13,418,091 ","2,429,075 ","08-22"
"1986","The Texas Chainsaw Massacre 2","8,025,872 ","2,822,439 ","08-22"
"1986","Blue Velvet","8,551,228 ","789,409 ","09-19"
"1986","Crocodile Dundee","174,803,506 ","8,038,855 ","09-26"
"1986","The Name of the Rose","7,153,487 ","494,571 ","09-26"
"1986","Children of a Lesser God","31,853,080 ","1,909,084 ","10-03"
"1986","Tough Guys","21,458,229 ","4,565,342 ","10-03"
"1986","Peggy Sue Got Married","41,382,841 ","6,942,408 ","10-10"
"1986","Jumpin' Jack Flash","29,844,101 ","6,006,610 ","10-10"
"1986","Deadly Friend","8,988,731 ","3,804,429 ","10-10"
"1986","The Color of Money","52,293,982 ","6,357,877 ","10-17"
"1986","Soul Man","27,820,000 ","4,422,179 ","10-24"
"1986","Trick or Treat","6,797,218 ","2,912,687 ","10-24"
"1986","The Mission","17,218,023 ","40,366 ","10-31"
"1986","Something Wild","8,362,969 ","1,825,717 ","11-07"
"1986","Hoosiers","28,607,524 ","220,068 ","11-14"
"1986","An American Tail","47,483,002 ","5,234,446 ","11-21"
"1986","Song of the South (Re-issue)","17,659,346 ","4,203,111 ","11-21"
"1986","Firewalker","11,949,484 ","4,130,323 ","11-21"
"1986","Star Trek IV: The Voyage Home","109,713,132 ","16,881,888 ","11-26"
"1986","The Mosquito Coast","14,302,779 ","110,313 ","11-26"
"1986","Heartbreak Ridge","42,724,017 ","8,100,840 ","12-05"
"1986","The Golden Child","79,817,937 ","11,549,711 ","12-12"
"1986","Three Amigos","39,246,734 ","5,939,000 ","12-12"
"1986","Crimes of the Heart","22,905,522 ","1,402,921 ","12-12"
"1986","Platoon","138,530,565 ","241,080 ","12-19"
"1986","Little Shop of Horrors","38,748,395 ","3,659,884 ","12-19"
"1986","Lady and the Tramp (re-issue) (1986)","31,129,082 ","2,804,272 ","12-19"
"1986","No Mercy","12,303,904 ","2,198,069 ","12-19"
"1986","The Morning After","25,147,055 ","5,069,926 ","12-26"
"1986","Brighton Beach Memoirs","11,957,943 ","2,580,750 ","12-26"
"1986","Witchboard","7,369,373 ","95,435 ","12-31"
