"year","movies_name","total_gross","opening_week","opening_date"
"1991","Lionheart","24,078,196 ","7,094,552 ","01-11"
"1991","Not Without My Daughter","14,789,113 ","3,804,055 ","01-11"
"1991","White Fang","34,793,160 ","5,640,712 ","01-18"
"1991","Once Around","14,851,083 ","309,571 ","01-18"
"1991","Flight of the Intruder","14,587,732 ","5,725,133 ","01-18"
"1991","Sleeping with the Enemy","101,599,005 ","13,777,943 ","02-08"
"1991","L.A. Story","28,862,081 ","6,616,915 ","02-08"
"1991","The Neverending Story II","17,373,527 ","4,912,124 ","02-08"
"1991","The Silence of the Lambs","130,742,922 ","13,766,814 ","02-14"
"1991","King Ralph","34,002,045 ","8,327,550 ","02-15"
"1991","He Said, She Said","9,804,775 ","2,857,164 ","02-22"
"1991","Scenes From a Mall","9,563,393 ","3,825,068 ","02-22"
"1991","The Doors","34,416,893 ","9,151,800 ","03-01"
"1991","Shipwrecked","15,104,156 ","3,871,766 ","03-01"
"1991","New Jack City","47,624,353 ","7,039,622 ","03-08"
"1991","The Hard Way","25,895,485 ","6,301,470 ","03-08"
"1991","Class Action","24,277,858 ","4,207,923 ","03-15"
"1991","The Perfect Weapon","14,061,361 ","3,934,572 ","03-15"
"1991","Guilty by Suspicion","9,480,198 ","2,278,290 ","03-15"
"1991","Teenage Mutant Ninja Turtles II","78,656,813 ","20,030,473 ","03-22"
"1991","Defending Your Life","16,371,128 ","92,622 ","03-22"
"1991","Career Opportunities","11,336,986 ","4,024,800 ","03-29"
"1991","The Marrying Man","12,454,768 ","4,030,749 ","04-05"
"1991","Out for Justice","39,673,161 ","10,524,026 ","04-12"
"1991","Mortal Thoughts","18,784,957 ","6,068,524 ","04-19"
"1991","Oscar","23,562,716 ","5,091,027 ","04-26"
"1991","A Kiss Before Dying","15,429,177 ","4,348,165 ","04-26"
"1991","Toy Soldiers","15,073,942 ","4,182,300 ","04-26"
"1991","One Good Cop","11,276,846 ","3,360,277 ","05-03"
"1991","A Rage in Harlem","10,438,504 ","2,458,080 ","05-03"
"1991","F/X 2","21,082,165 ","5,455,058 ","05-10"
"1991","Switch","15,545,943 ","3,770,991 ","05-10"
"1991","Madonna: Truth or Dare","15,012,935 ","543,250 ","05-10"
"1991","What About Bob?","63,707,829 ","9,216,334 ","05-17"
"1991","Stone Cold","9,151,887 ","2,811,154 ","05-17"
"1991","Backdraft","77,868,585 ","12,686,200 ","05-24"
"1991","Thelma and Louise","45,360,915 ","6,101,297 ","05-24"
"1991","Only the Lonely","21,830,957 ","5,997,993 ","05-24"
"1991","Hudson Hawk","17,218,080 ","7,082,820 ","05-24"
"1991","Drop Dead Fred","13,878,334 ","3,625,648 ","05-24"
"1991","Soapdish","36,489,888 ","6,736,380 ","05-31"
"1991","City Slickers","124,033,791 ","13,032,121 ","06-07"
"1991","Jungle Fever","32,482,682 ","5,332,860 ","06-07"
"1991","Don't Tell Mom the Babysitter's Dead","25,196,249 ","4,233,415 ","06-07"
"1991","Robin Hood: Prince of Thieves","165,493,908 ","25,625,602 ","06-14"
"1991","The Rocketeer","46,704,056 ","9,600,754 ","06-21"
"1991","Dying Young","33,669,178 ","9,725,885 ","06-21"
"1991","The Naked Gun 2 1/2: The Smell of Fear","86,930,411 ","20,817,139 ","06-28"
"1991","Terminator 2: Judgment Day","204,843,345 ","31,765,506 ","07-03"
"1991","Problem Child 2","25,104,700 ","5,372,880 ","07-05"
"1991","101 Dalmatians (Re-issue) (1991)","60,830,285 ","10,279,044 ","07-12"
"1991","Boyz N the Hood","57,504,069 ","10,023,462 ","07-12"
"1991","Point Break","43,218,387 ","8,514,616 ","07-12"
"1991","Regarding Henry","43,001,500 ","6,146,782 ","07-12"
"1991","Bill and Ted's Bogus Journey","38,037,513 ","10,241,268 ","07-19"
"1991","The Doctor","38,120,905 ","165,392 ","07-26"
"1991","Mobsters","20,246,790 ","6,030,585 ","07-26"
"1991","V.I. Warshawski","11,128,309 ","3,603,338 ","07-26"
"1991","Hot Shots!","69,467,617 ","10,848,182 ","07-31"
"1991","Doc Hollywood","54,830,779 ","7,251,854 ","08-02"
"1991","Body Parts","9,188,150 ","3,032,258 ","08-02"
